College,StudentID,Session,Engagement,Performance,Cognitive_Load,AI_Assistance_Level
College 2,College2_002,6,0.493,59.88,30.4,0.573
College 2,College2_002,7,0.576,74.21,29,0.573
College 2,College2_002,8,0.624,68.84,25.81,0.573
College 2,College2_002,9,0.556,70.99,24.5,0.573
College 2,College2_002,10,0.553,71.75,24.52,0.573
College 2,College2_003,1,0.528,67.68,78.01,0.586
College 2,College2_003,2,0.547,74.6,61.74,0.586
College 2,College2_003,3,0.539,67.47,52.87,0.586
College 2,College2_003,4,0.524,68.8,39.87,0.586
College 2,College2_003,5,0.438,69.33,36.64,0.586
College 2,College2_003,6,0.453,65.34,30.99,0.586
College 2,College2_003,7,0.552,73.73,31.37,0.586
College 2,College2_003,8,0.549,70.3,23.86,0.586
College 2,College2_003,9,0.543,78.2,26.01,0.586
College 2,College2_003,10,0.56,77.33,25.69,0.586
College 2,College2_004,1,0.457,72.2,78.31,0.521
College 2,College2_004,2,0.546,66.83,62.28,0.521
College 2,College2_004,3,0.472,64.8,52.12,0.521
College 2,College2_004,4,0.427,69.51,44.5,0.521
College 2,College2_004,5,0.426,67.63,37.56,0.521
College 2,College2_004,6,0.411,68,27.92,0.521
College 2,College2_004,7,0.525,63.35,30.57,0.521
College 2,College2_004,8,0.492,73.55,25.46,0.521
College 2,College2_004,9,0.52,65.57,26.34,0.521
College 2,College2_004,10,0.51,68.95,22.82,0.521
College 2,College2_005,1,0.648,75.39,71.65,0.521
College 2,College2_005,2,0.683,79.88,58.96,0.521
College 2,College2_005,3,0.602,66.89,43.65,0.521
College 2,College2_005,4,0.584,74.16,42.95,0.521
College 2,College2_005,5,0.6,74.91,31.14,0.521
College 2,College2_005,6,0.556,61.16,31.9,0.521
College 2,College2_005,7,0.609,68.87,29.27,0.521
College 2,College2_005,8,0.671,73.84,28.28,0.521
College 2,College2_005,9,0.628,72.78,25.66,0.521
College 2,College2_005,10,0.558,67.35,28.73,0.521
College 2,College2_006,1,0.611,70.24,75.35,0.337
College 2,College2_006,2,0.538,67.73,61.24,0.337
College 2,College2_006,3,0.571,71.41,50.93,0.337
College 2,College2_006,4,0.521,66.85,45.08,0.337
College 2,College2_006,5,0.468,57.94,36.7,0.337
College 2,College2_006,6,0.478,62.75,35.24,0.337
College 2,College2_006,7,0.47,65.42,34.15,0.337
College 2,College2_006,8,0.574,72.56,29.65,0.337
College 2,College2_006,9,0.591,67.51,26.54,0.337
College 2,College2_006,10,0.512,75.17,23.41,0.337
College 2,College2_007,1,0.449,70.45,81.92,0.399
College 2,College2_007,2,0.439,66.21,64.9,0.399
College 2,College2_007,3,0.377,60.11,51.13,0.399
College 2,College2_007,4,0.342,61.88,44.58,0.399
College 2,College2_007,5,0.369,55.51,40.21,0.399
College 2,College2_007,6,0.396,59.02,35.73,0.399
College 2,College2_007,7,0.429,58.95,32.19,0.399
College 2,College2_007,8,0.439,65.64,30.79,0.399
College 2,College2_007,9,0.405,65.08,26.75,0.399
College 2,College2_007,10,0.413,61.96,26.67,0.399
College 2,College2_008,1,0.517,81.79,73.76,0.799
College 2,College2_008,2,0.543,69.19,60.6,0.799
College 2,College2_008,3,0.519,75.16,48.76,0.799
College 2,College2_008,4,0.447,71.24,40.61,0.799
College 2,College2_008,5,0.467,67.86,36.02,0.799
College 2,College2_008,6,0.483,75.37,33.39,0.799
College 2,College2_008,7,0.51,69.34,27.17,0.799
College 2,College2_008,8,0.509,69.44,27.33,0.799
College 2,College2_008,9,0.623,62.15,22.09,0.799
College 2,College2_008,10,0.552,74.48,27.14,0.799
College 2,College2_009,1,0.423,61.54,80.78,0.728
College 2,College2_009,2,0.488,72.68,63.99,0.728
College 2,College2_009,3,0.452,69.92,51.56,0.728
College 2,College2_009,4,0.408,63.8,39.91,0.728
College 2,College2_009,5,0.39,60.27,36.89,0.728
College 2,College2_009,6,0.459,73.77,32.23,0.728
College 2,College2_009,7,0.486,62.29,31.31,0.728
College 2,College2_009,8,0.493,67.08,26.09,0.728
College 2,College2_009,9,0.543,72.65,22.53,0.728
College 2,College2_009,10,0.45,74.73,26.29,0.728
College 2,College2_010,1,0.733,77.71,73.3,0.438
College 2,College2_010,2,0.702,66.4,58.22,0.438
College 2,College2_010,3,0.708,75.92,46.36,0.438
College 2,College2_010,4,0.628,74.44,36.46,0.438
College 2,College2_010,5,0.633,70.74,36.14,0.438
College 2,College2_010,6,0.588,68,34.15,0.438
College 2,College2_010,7,0.63,78.51,31.19,0.438
College 2,College2_010,8,0.737,77.32,28.79,0.438
College 2,College2_010,9,0.743,79.61,25.52,0.438
College 2,College2_010,10,0.706,79.23,26.76,0.438
College 2,College2_011,1,0.597,72.5,80.28,0.624
College 2,College2_011,2,0.551,68.21,59.52,0.624
College 2,College2_011,3,0.502,72.56,49.6,0.624
College 2,College2_011,4,0.448,73.64,39.88,0.624
College 2,College2_011,5,0.418,62.42,34.39,0.624
College 2,College2_011,6,0.499,66.96,33.12,0.624
College 2,College2_011,7,0.455,66.08,31.12,0.624
College 2,College2_011,8,0.576,74.33,26.16,0.624
College 2,College2_011,9,0.522,69.13,27.56,0.624
College 2,College2_011,10,0.5,74.29,27.22,0.624
College 2,College2_012,1,0.793,88.04,68.64,0.736
College 2,College2_012,2,0.835,89.69,57.2,0.736
College 2,College2_012,3,0.74,84.74,42.97,0.736
College 2,College2_012,4,0.738,74.28,35.96,0.736
College 2,College2_012,5,0.721,83.5,35.79,0.736
College 2,College2_012,6,0.716,82.23,26.79,0.736
College 2,College2_012,7,0.764,75.6,23.33,0.736
College 2,College2_012,8,0.803,82.65,23.35,0.736
College 2,College2_012,9,0.782,83.65,22.53,0.736
College 2,College2_012,10,0.823,91.06,19.56,0.736
College 2,College2_013,1,0.744,77.73,71.1,0.547
College 2,College2_013,2,0.803,88.05,54.74,0.547
College 2,College2_013,3,0.767,83.98,46.3,0.547
College 2,College2_013,4,0.709,79.01,40.11,0.547
College 2,College2_013,5,0.629,75.58,34.77,0.547
College 2,College2_013,6,0.679,70.43,27.53,0.547
College 2,College2_013,7,0.725,78.92,27.24,0.547
College 2,College2_013,8,0.726,83.8,29.59,0.547
College 2,College2_013,9,0.729,81.02,23.9,0.547
College 2,College2_013,10,0.779,81.13,23.95,0.547
College 2,College2_014,1,0.811,81.35,67.39,0.68
College 2,College2_014,2,0.853,87.38,56.97,0.68
College 2,College2_014,3,0.847,80.76,41.74,0.68
College 2,College2_014,4,0.827,84.57,38.27,0.68
College 2,College2_014,5,0.776,82.39,29.9,0.68
College 2,College2_014,6,0.794,79.77,25.42,0.68
College 2,College2_014,7,0.815,84.8,22.27,0.68
College 2,College2_014,8,0.918,84.06,25.8,0.68
College 2,College2_014,9,0.843,80.29,23.95,0.68
College 2,College2_014,10,0.825,84.33,21.82,0.68
College 2,College2_015,1,0.465,73.91,77.54,0.601
College 2,College2_015,2,0.458,65.49,65.14,0.601
College 2,College2_015,3,0.49,69.76,51.97,0.601
College 2,College2_015,4,0.366,59.34,45.71,0.601
College 2,College2_015,5,0.383,62.08,33.33,0.601
College 2,College2_015,6,0.353,62.3,30.57,0.601
College 2,College2_015,7,0.438,59.6,30.38,0.601
College 2,College2_015,8,0.429,59.66,29.04,0.601
College 2,College2_015,9,0.492,70.53,28.37,0.601
College 2,College2_015,10,0.445,65.44,25.93,0.601
College 2,College2_016,1,0.564,73.52,73.2,0.431
College 2,College2_016,2,0.583,66.18,63.37,0.431
College 2,College2_016,3,0.532,71.59,50.3,0.431
College 2,College2_016,4,0.523,72.81,44.18,0.431
College 2,College2_016,5,0.505,67.58,41.9,0.431
College 2,College2_016,6,0.43,65.09,33.86,0.431
College 2,College2_016,7,0.557,70.75,28.52,0.431
College 2,College2_016,8,0.587,62.39,27.5,0.431
College 2,College2_016,9,0.574,69.41,25,0.431
College 2,College2_016,10,0.63,71.72,26.28,0.431
College 2,College2_017,1,0.81,89.58,69.17,0.468
College 2,College2_017,2,0.803,81.87,55.61,0.468
College 2,College2_017,3,0.769,85.33,45.51,0.468
College 2,College2_017,4,0.764,84.64,39.12,0.468
College 2,College2_017,5,0.724,78.93,32.77,0.468
College 2,College2_017,6,0.806,83.95,29.98,0.468
College 2,College2_017,7,0.784,82.45,26.49,0.468
College 2,College2_017,8,0.87,79.25,25.37,0.468
College 2,College2_017,9,0.869,84.02,27.3,0.468
College 2,College2_017,10,0.806,85.24,21.48,0.468
College 2,College2_018,1,0.822,85.23,67.51,0.587
College 2,College2_018,2,0.877,89.05,57.45,0.587
College 2,College2_018,3,0.82,78.36,46.55,0.587
College 2,College2_018,4,0.74,79.55,37.45,0.587
College 2,College2_018,5,0.755,79.64,30.43,0.587
College 2,College2_018,6,0.771,74.88,27.48,0.587
College 2,College2_018,7,0.79,85.82,28.89,0.587
College 2,College2_018,8,0.878,82.08,24.03,0.587
College 2,College2_018,9,0.839,81.18,22.04,0.587
College 2,College2_018,10,0.857,80.38,21.66,0.587
College 2,College2_019,1,0.735,79.31,73.22,0.827
College 2,College2_019,2,0.739,86.37,54.18,0.827
College 2,College2_019,3,0.745,79.39,44.48,0.827
College 2,College2_019,4,0.661,70.75,36.73,0.827
College 2,College2_019,5,0.659,80.48,33.41,0.827
College 2,College2_019,6,0.7,74.98,27.94,0.827
College 2,College2_019,7,0.681,81.66,26.8,0.827
College 2,College2_019,8,0.755,87.58,22.57,0.827
College 2,College2_019,9,0.762,85.08,26.26,0.827
College 2,College2_019,10,0.722,85.03,24.51,0.827
College 2,College2_020,1,0.949,91.64,63.71,0.46
College 2,College2_020,2,0.909,80.26,54.17,0.46
College 2,College2_020,3,0.864,86.96,44.32,0.46
College 2,College2_020,4,0.876,85.63,37.22,0.46
College 2,College2_020,5,0.849,78.7,34.13,0.46
College 2,College2_020,6,0.841,77.6,26.7,0.46
College 2,College2_020,7,0.858,84.72,27.48,0.46
College 2,College2_020,8,0.902,83.6,27.66,0.46
College 2,College2_020,9,0.873,91.15,25.23,0.46
College 2,College2_020,10,0.916,89.65,24.57,0.46
College 2,College2_021,1,0.724,79.17,70.69,0.63
College 2,College2_021,2,0.735,84.16,53.52,0.63
College 2,College2_021,3,0.722,78.32,47.65,0.63
College 2,College2_021,4,0.668,75.61,39.6,0.63
College 2,College2_021,5,0.618,72.16,35.68,0.63
College 2,College2_021,6,0.633,76.16,27.02,0.63
College 2,College2_021,7,0.684,78.31,30.13,0.63
College 2,College2_021,8,0.69,74.67,24.46,0.63
College 2,College2_021,9,0.755,79.57,24.48,0.63
College 2,College2_021,10,0.706,75.43,25.72,0.63
College 2,College2_022,1,0.563,73.95,78.36,0.548
College 2,College2_022,2,0.527,65.79,58.98,0.548
College 2,College2_022,3,0.552,70.24,48.55,0.548
College 2,College2_022,4,0.554,62.86,41.47,0.548
College 2,College2_022,5,0.495,66.18,35.44,0.548
College 2,College2_022,6,0.504,63.41,35.3,0.548
College 2,College2_022,7,0.504,58.89,27.39,0.548
College 2,College2_022,8,0.54,71.96,26.83,0.548
College 2,College2_022,9,0.584,78.35,26.77,0.548
College 2,College2_022,10,0.513,73.1,26.8,0.548
College 2,College2_023,1,0.798,80.15,72.93,0.659
College 2,College2_023,2,0.799,79.21,55.9,0.659
College 2,College2_023,3,0.79,79.7,47.75,0.659
College 2,College2_023,4,0.675,74.81,37.94,0.659
College 2,College2_023,5,0.662,74.18,30.21,0.659
College 2,College2_023,6,0.618,77.72,28.19,0.659
College 2,College2_023,7,0.747,75.79,30.65,0.659
College 2,College2_023,8,0.706,79.27,25.2,0.659
College 2,College2_023,9,0.757,85.52,24.01,0.659
College 2,College2_023,10,0.689,75.57,23.01,0.659
College 2,College2_024,1,0.645,72.29,71.13,0.537
College 2,College2_024,2,0.663,80.74,56.69,0.537
College 2,College2_024,3,0.664,73.71,49.22,0.537
College 2,College2_024,4,0.606,74.18,43.2,0.537
College 2,College2_024,5,0.518,69.24,34.15,0.537
College 2,College2_024,6,0.532,60.77,32.51,0.537
College 2,College2_024,7,0.617,76.18,24.68,0.537
College 2,College2_024,8,0.687,77.16,25.7,0.537
College 2,College2_024,9,0.6,74.4,25.39,0.537
College 2,College2_024,10,0.64,89.85,22.62,0.537
College 2,College2_025,1,0.644,73.66,71.92,0.546
College 2,College2_025,2,0.698,76.62,59.26,0.546
College 2,College2_025,3,0.669,75.92,45.19,0.546
College 2,College2_025,4,0.66,76.17,42.28,0.546
College 2,College2_025,5,0.573,70.76,34.61,0.546
College 2,College2_025,6,0.608,73.68,29.35,0.546
College 2,College2_025,7,0.631,80.14,27.96,0.546
College 2,College2_025,8,0.705,81.14,29.4,0.546
College 2,College2_025,9,0.654,78.35,24.39,0.546
College 2,College2_025,10,0.67,73.77,25.17,0.546
College 2,College2_026,1,0.693,80.9,68.63,0.516
College 2,College2_026,2,0.66,70.42,57.1,0.516
College 2,College2_026,3,0.717,74.14,49.78,0.516
College 2,College2_026,4,0.661,72.47,39.57,0.516
College 2,College2_026,5,0.625,71.17,36.53,0.516
College 2,College2_026,6,0.667,70.94,31.09,0.516
College 2,College2_026,7,0.632,78.5,29.39,0.516
College 2,College2_026,8,0.752,77.96,24.48,0.516
College 2,College2_026,9,0.736,79.7,25.53,0.516
College 2,College2_026,10,0.673,73.18,18.35,0.516
College 2,College2_027,1,0.648,75.39,76.09,0.52
College 2,College2_027,2,0.664,70.12,57.43,0.52
College 2,College2_027,3,0.6,73.54,49.81,0.52
College 2,College2_027,4,0.663,74.4,41.63,0.52
College 2,College2_027,5,0.609,64.98,36.36,0.52
College 2,College2_027,6,0.592,68.4,34.49,0.52
College 2,College2_027,7,0.615,71.25,30.61,0.52
College 2,College2_027,8,0.646,81.82,27.71,0.52
College 2,College2_027,9,0.632,75.89,22.37,0.52
College 2,College2_027,10,0.635,68.46,22.71,0.52
College 2,College2_028,1,0.441,65.46,78.1,0.699
College 2,College2_028,2,0.458,68.29,58.11,0.699
College 2,College2_028,3,0.402,61.23,50.7,0.699
College 2,College2_028,4,0.375,63.04,44.17,0.699
College 2,College2_028,5,0.273,61.69,39.48,0.699
College 2,College2_028,6,0.338,62.81,31.95,0.699
College 2,College2_028,7,0.411,63.12,29.11,0.699
College 2,College2_028,8,0.406,66.17,30.18,0.699
College 2,College2_028,9,0.446,69.93,22.68,0.699
College 2,College2_028,10,0.43,58.14,24.63,0.699
College 2,College2_029,1,0.76,85.45,70.5,0.814
College 2,College2_029,2,0.718,82.65,56.49,0.814
College 2,College2_029,3,0.697,80.42,42.98,0.814
College 2,College2_029,4,0.667,77.17,37.22,0.814
College 2,College2_029,5,0.581,79.11,33.57,0.814
College 2,College2_029,6,0.681,79.34,28.76,0.814
College 2,College2_029,7,0.675,70.66,26.83,0.814
College 2,College2_029,8,0.757,77.74,24.29,0.814
College 2,College2_029,9,0.695,78.67,21.17,0.814
College 2,College2_029,10,0.744,82.84,24.06,0.814
College 2,College2_030,1,0.902,84.27,65.51,0.444
College 2,College2_030,2,0.968,84.97,52.95,0.444
College 2,College2_030,3,0.937,90.79,43.03,0.444
College 2,College2_030,4,0.824,88.13,38.26,0.444
College 2,College2_030,5,0.818,79.33,31.18,0.444
College 2,College2_030,6,0.855,80.46,31.02,0.444
College 2,College2_030,7,0.894,86.62,30.22,0.444
College 2,College2_030,8,0.905,83.75,27.31,0.444
College 2,College2_030,9,0.962,87.18,22.44,0.444
College 2,College2_030,10,0.93,89.25,23.7,0.444
College 2,College2_031,1,0.666,63.24,69.49,0.489
College 2,College2_031,2,0.661,73.12,61.82,0.489
College 2,College2_031,3,0.664,70.63,48.7,0.489
College 2,College2_031,4,0.622,66.35,42.11,0.489
College 2,College2_031,5,0.56,65.14,37.77,0.489
College 2,College2_031,6,0.57,70.98,29.95,0.489
College 2,College2_031,7,0.628,78.44,30.14,0.489
College 2,College2_031,8,0.643,75.07,26.63,0.489
College 2,College2_031,9,0.704,74.13,27.39,0.489
College 2,College2_031,10,0.64,75.49,20.38,0.489
College 2,College2_032,1,0.529,77.26,74.05,0.432
College 2,College2_032,2,0.562,67.14,63.57,0.432
College 2,College2_032,3,0.521,61.63,49.31,0.432
College 2,College2_032,4,0.541,61.14,42,0.432
College 2,College2_032,5,0.438,66.9,34.87,0.432
College 2,College2_032,6,0.511,59.8,32.63,0.432
College 2,College2_032,7,0.551,67.62,32.55,0.432
College 2,College2_032,8,0.618,73.87,29.41,0.432
College 2,College2_032,9,0.559,70.23,28.72,0.432
College 2,College2_032,10,0.565,71.45,26.62,0.432
College 2,College2_033,1,0.813,87.19,68.93,0.746
College 2,College2_033,2,0.867,86.31,54.03,0.746
College 2,College2_033,3,0.786,81.17,45.74,0.746
College 2,College2_033,4,0.797,75.22,34.23,0.746
College 2,College2_033,5,0.789,78.67,35.19,0.746
College 2,College2_033,6,0.779,90.15,31.61,0.746
College 2,College2_033,7,0.806,78.6,27.75,0.746
College 2,College2_033,8,0.806,84.51,28.24,0.746
College 2,College2_033,9,0.819,88.37,20.25,0.746
College 2,College2_033,10,0.854,80.89,21.74,0.746
College 2,College2_034,1,0.889,90.12,66.94,0.917
College 2,College2_034,2,0.906,92.55,48.13,0.917
College 2,College2_034,3,0.829,85.61,43.12,0.917
College 2,College2_034,4,0.794,81.41,35.77,0.917
College 2,College2_034,5,0.739,85.94,31.87,0.917
College 2,College2_034,6,0.811,88.56,29.6,0.917
College 2,College2_034,7,0.835,83.1,26.12,0.917
College 2,College2_034,8,0.913,95.66,24.25,0.917
College 2,College2_034,9,0.837,91.51,21.22,0.917
College 2,College2_034,10,0.824,86.78,20.89,0.917
College 2,College2_035,1,0.698,88.04,69.49,0.96
College 2,College2_035,2,0.776,84.51,54.14,0.96
College 2,College2_035,3,0.725,77.48,46.75,0.96
College 2,College2_035,4,0.643,80.32,31.65,0.96
College 2,College2_035,5,0.651,87.23,34.26,0.96
College 2,College2_035,6,0.624,73.61,29.07,0.96
College 2,College2_035,7,0.727,80.87,23.75,0.96
College 2,College2_035,8,0.765,85.67,22.5,0.96
College 2,College2_035,9,0.757,83.47,26.99,0.96
College 2,College2_035,10,0.724,78.27,21.06,0.96
College 2,College2_036,1,0.516,67.61,76.88,0.553
College 2,College2_036,2,0.562,77.18,60.28,0.553
College 2,College2_036,3,0.554,73.18,48.21,0.553
College 2,College2_036,4,0.549,69.71,44.14,0.553
College 2,College2_036,5,0.49,65.5,38.62,0.553
College 2,College2_036,6,0.472,65.4,29.63,0.553
College 2,College2_036,7,0.488,69.19,32.98,0.553
College 2,College2_036,8,0.594,72.58,28.85,0.553
College 2,College2_036,9,0.537,67.33,29.01,0.553
College 2,College2_036,10,0.587,71.29,22.45,0.553
College 2,College2_037,1,0.459,72.55,77.13,0.749
College 2,College2_037,2,0.488,67.19,65.47,0.749
College 2,College2_037,3,0.483,65.96,48.68,0.749
College 2,College2_037,4,0.419,66.65,41.85,0.749
College 2,College2_037,5,0.436,70.57,36.57,0.749
College 2,College2_037,6,0.409,66.47,32.04,0.749
College 2,College2_037,7,0.536,65.29,28.85,0.749
College 2,College2_037,8,0.545,68.82,24.68,0.749
College 2,College2_037,9,0.525,70.81,28.63,0.749
College 2,College2_037,10,0.521,70.65,28.41,0.749
College 2,College2_038,1,0.548,67.45,77.46,0.521
College 2,College2_038,2,0.566,70.36,62.48,0.521
College 2,College2_038,3,0.61,74.38,50.82,0.521
College 2,College2_038,4,0.482,68.58,42.38,0.521
College 2,College2_038,5,0.464,58.98,37.79,0.521
College 2,College2_038,6,0.486,71.34,27.78,0.521
College 2,College2_038,7,0.555,71.21,31.28,0.521
College 2,College2_038,8,0.575,76.63,28.05,0.521
College 2,College2_038,9,0.539,71.24,25.83,0.521
College 2,College2_038,10,0.534,73.64,29.27,0.521
College 2,College2_039,1,0.462,72.47,79.98,0.488
College 2,College2_039,2,0.448,72.65,62.75,0.488
College 2,College2_039,3,0.455,65.98,52.89,0.488
College 2,College2_039,4,0.398,66.91,47.56,0.488
College 2,College2_039,5,0.301,59.11,39.81,0.488
College 2,College2_039,6,0.46,60.25,31.83,0.488
College 2,College2_039,7,0.471,64.43,30.77,0.488
College 2,College2_039,8,0.466,66.37,27.12,0.488
College 2,College2_039,9,0.486,64.96,26.32,0.488
College 2,College2_039,10,0.423,63.04,25.09,0.488
College 2,College2_040,1,0.478,66.19,79.46,0.452
College 2,College2_040,2,0.456,65.25,64.45,0.452
College 2,College2_040,3,0.46,63.22,51.21,0.452
College 2,College2_040,4,0.459,59.7,43.94,0.452
College 2,College2_040,5,0.399,63.77,42.01,0.452
College 2,College2_040,6,0.383,61.53,35.91,0.452
College 2,College2_040,7,0.419,65.37,29.55,0.452
College 2,College2_040,8,0.452,62.75,25.88,0.452
College 2,College2_040,9,0.507,72.24,26.74,0.452
College 2,College2_040,10,0.425,60.15,25.74,0.452
College 2,College2_041,1,0.8,86.75,66.32,0.723
College 2,College2_041,2,0.776,77.82,57.33,0.723
College 2,College2_041,3,0.848,90.91,43,0.723
College 2,College2_041,4,0.79,84.02,34.9,0.723
College 2,College2_041,5,0.736,83.08,32.01,0.723
College 2,College2_041,6,0.701,84.64,33.16,0.723
College 2,College2_041,7,0.763,77.14,23,0.723
College 2,College2_041,8,0.799,83.04,22.91,0.723
College 2,College2_041,9,0.823,82.11,26.85,0.723
College 2,College2_041,10,0.828,78.23,26.77,0.723
College 2,College2_042,1,0.444,65.24,80.83,0.851
College 2,College2_042,2,0.474,65.58,60.2,0.851
College 2,College2_042,3,0.411,75.5,50.75,0.851
College 2,College2_042,4,0.416,72.54,40.19,0.851
College 2,College2_042,5,0.359,72.35,31.44,0.851
College 2,College2_042,6,0.365,60.07,34.18,0.851
College 2,College2_042,7,0.361,65.05,30.95,0.851
College 2,College2_042,8,0.447,63.44,27.24,0.851
College 2,College2_042,9,0.422,64.71,26.3,0.851
College 2,College2_042,10,0.4,62.83,27.1,0.851
College 2,College2_043,1,0.796,76.15,65.74,0.427
College 2,College2_043,2,0.862,81.9,57.15,0.427
College 2,College2_043,3,0.761,83.3,46.63,0.427
College 2,College2_043,4,0.746,81.41,38.81,0.427
College 2,College2_043,5,0.733,71.74,32.72,0.427
College 2,College2_043,6,0.745,79.2,29.35,0.427
College 2,College2_043,7,0.776,71.27,32.28,0.427
College 2,College2_043,8,0.832,81.89,26.27,0.427
College 2,College2_043,9,0.85,90.09,26.44,0.427
College 2,College2_043,10,0.823,77.51,22.28,0.427
College 2,College2_044,1,0.607,70.2,74.73,0.286
College 2,College2_044,2,0.615,62.19,62.63,0.286
College 2,College2_044,3,0.605,70.72,51.57,0.286
College 2,College2_044,4,0.525,75.33,45.21,0.286
College 2,College2_044,5,0.523,64.97,37.69,0.286
College 2,College2_044,6,0.538,64.15,34.13,0.286
College 2,College2_044,7,0.574,70.19,29.39,0.286
College 2,College2_044,8,0.575,69.98,28.97,0.286
College 2,College2_044,9,0.613,75.21,25.68,0.286
College 2,College2_044,10,0.591,64.44,23.78,0.286
College 2,College2_045,1,0.832,78.88,70.02,0.374
College 2,College2_045,2,0.775,79.93,56.79,0.374
College 2,College2_045,3,0.778,82.47,50.06,0.374
College 2,College2_045,4,0.691,73.96,40.59,0.374
College 2,College2_045,5,0.685,78.83,33.41,0.374
College 2,College2_045,6,0.705,81.26,31.11,0.374
College 2,College2_045,7,0.755,74.07,29.49,0.374
College 2,College2_045,8,0.789,75.92,29.55,0.374
College 2,College2_045,9,0.793,78.85,26.8,0.374
College 2,College2_045,10,0.729,77.79,22.79,0.374
College 2,College2_046,1,0.518,71.16,79.62,0.469
College 2,College2_046,2,0.563,69.56,62.18,0.469
College 2,College2_046,3,0.534,66.87,58.02,0.469
College 2,College2_046,4,0.507,66.88,48.2,0.469
College 2,College2_046,5,0.412,61.77,37.44,0.469
College 2,College2_046,6,0.389,56.81,33.4,0.469
College 2,College2_046,7,0.524,65.4,32.56,0.469
College 2,College2_046,8,0.512,69.82,31.77,0.469
College 2,College2_046,9,0.485,67.81,23.48,0.469
College 2,College2_046,10,0.522,68.86,22.02,0.469
College 2,College2_047,1,0.67,65.6,71.77,0.253
College 2,College2_047,2,0.673,74.72,56.39,0.253
College 2,College2_047,3,0.616,62.94,50.91,0.253
College 2,College2_047,4,0.641,66.47,47.57,0.253
College 2,College2_047,5,0.595,61.01,38.64,0.253
College 2,College2_047,6,0.569,67.79,33.98,0.253
College 2,College2_047,7,0.655,71.41,31.63,0.253
College 2,College2_047,8,0.649,70.42,28.69,0.253
College 2,College2_047,9,0.649,67.57,25.37,0.253
College 2,College2_047,10,0.622,65.83,27.36,0.253
College 2,College2_048,1,0.586,67.13,74.93,0.581
College 2,College2_048,2,0.638,67.34,59.16,0.581
College 2,College2_048,3,0.596,71.11,48.7,0.581
College 2,College2_048,4,0.493,67.48,41.75,0.581
College 2,College2_048,5,0.545,68.72,33.85,0.581
College 2,College2_048,6,0.56,66.25,29.88,0.581
College 2,College2_048,7,0.545,68.73,26.34,0.581
College 2,College2_048,8,0.626,75.06,23.91,0.581
College 2,College2_048,9,0.597,72.48,23.25,0.581
College 2,College2_048,10,0.597,73.42,24.99,0.581
College 2,College2_049,1,0.851,79.06,66.33,0.222
College 2,College2_049,2,0.837,79.29,55.86,0.222
College 2,College2_049,3,0.818,73.43,50.38,0.222
College 2,College2_049,4,0.728,77.33,42.07,0.222
College 2,College2_049,5,0.71,71.29,34.41,0.222
College 2,College2_049,6,0.682,72.13,31.98,0.222
College 2,College2_049,7,0.749,74.1,28.56,0.222
College 2,College2_049,8,0.818,75.88,26.24,0.222
College 2,College2_049,9,0.851,80.49,28.02,0.222
College 2,College2_049,10,0.751,75.15,22.12,0.222
College 2,College2_050,1,0.661,71.49,69.12,0.496
College 2,College2_050,2,0.699,68.77,54.59,0.496
College 2,College2_050,3,0.696,74.72,46.11,0.496
College 2,College2_050,4,0.671,79.15,42.78,0.496
College 2,College2_050,5,0.562,75.82,37.09,0.496
College 2,College2_050,6,0.633,76.3,31.92,0.496
College 2,College2_050,7,0.682,77.36,25.65,0.496
College 2,College2_050,8,0.742,79.86,26.35,0.496
College 2,College2_050,9,0.746,76.31,25.93,0.496
College 2,College2_050,10,0.715,76.61,24.65,0.496
College 3,College3_001,1,0.542,73.76,79.05,0.581
College 3,College3_001,2,0.514,71.97,59.71,0.581
College 3,College3_001,3,0.527,69.76,47.25,0.581
College 3,College3_001,4,0.481,69.02,42.11,0.581
College 3,College3_001,5,0.493,73.01,36.43,0.581
College 3,College3_001,6,0.489,62.47,33.65,0.581
College 3,College3_001,7,0.479,65.96,31.55,0.581
College 3,College3_001,8,0.558,67.84,27.47,0.581
College 3,College3_001,9,0.582,73.52,29.82,0.581
College 3,College3_001,10,0.58,76.83,25.51,0.581
College 3,College3_002,1,0.76,79.99,74.18,0.438
College 3,College3_002,2,0.792,80.35,57.84,0.438
College 3,College3_002,3,0.723,78.33,45.98,0.438
College 3,College3_002,4,0.709,77.03,38.95,0.438
College 3,College3_002,5,0.68,77.02,34.91,0.438
College 3,College3_002,6,0.624,78.27,30.91,0.438
College 3,College3_002,7,0.781,81.8,30.92,0.438
College 3,College3_002,8,0.798,76.1,27.08,0.438
College 3,College3_002,9,0.756,83.87,23.81,0.438
College 3,College3_002,10,0.707,82.77,28.01,0.438
College 3,College3_003,1,0.346,60.63,79.97,0.495
College 3,College3_003,2,0.381,56.47,65.78,0.495
College 3,College3_003,3,0.355,56.99,50.75,0.495
College 3,College3_003,4,0.325,60.38,47.52,0.495
College 3,College3_003,5,0.243,55.58,35.6,0.495
College 3,College3_003,6,0.312,56.69,35.25,0.495
College 3,College3_003,7,0.253,54.4,27.75,0.495
College 3,College3_003,8,0.354,63.66,28.89,0.495
College 3,College3_003,9,0.367,59.39,31.1,0.495
College 3,College3_003,10,0.373,61.37,27.3,0.495
College 3,College3_004,1,0.821,84.51,70.82,0.8
College 3,College3_004,2,0.81,86.03,54.84,0.8
